original	translation	z_mean	pred_zscore
Bacterial diseases carried by wolves include brucellosis, lyme disease, leptospirosis, tularemia, bovine tuberculosis, listeriosis and anthrax.	Zu den von Wölfen getragenen Bakterienkrankheiten gehören Brucellose, Lyme-Borreliose, Leptospirose, Tularemie, Rindertuberkulose, Listeriose und Anthrax.	0.57318985	-0.08997739414944961
This dismays Nobuna to the point she considers executing Jūbei.	Dies erschüttert Nobuna bis zu dem Punkt, an dem sie die Vollstreckung von Jūbei in Erwägung zieht.	0.43111655	-0.14285178057923337
After an altercation between Walt and Ted Beneke, Mike picks up Walt and brings him to Saul.	Nach einer Auseinandersetzung zwischen Walt und Ted Beneke holt Mike Walt ab und bringt ihn zu Saul.	0.62564343	-0.11790321386837799
The point at which chicks fledge varies dramatically.	Der Punkt, an dem Küken Schlitten variiert dramatisch.	-0.6885238	-0.34675765797917363
In September and October 2000, the 3rd Battalion, 327th Infantry Regiment, helped fight fires on the Bitterroot National Forest in Montana.	Im September und Oktober 2000 half das 3. Bataillon, das 327. Infanterie-Regiment, Brände auf dem Bitterroot National Forest in Montana zu bekämpfen.	0.8998458	-0.1374612747974783
It shows the Cardinal in episcopal costume, i.e. the cope and mitre, but without his crozier.	Es zeigt den Kardinal in bischöflichen Kostüm, dh das Kappe und Mitra, aber ohne seine Crozier.	-0.2606576	-0.4447288203946216
The assault by the 2nd Estonian Regiment destroyed the Soviet Riigiküla bridgehead.	Der Angriff des 2. estnischen Regiments zerstörte den sowjetischen Riigiküla Brückenkopf.	0.5715504	-0.05038915361468214
According to CompuBox Stats, Cotto landed 212 if 395 punches thrown and Martinez landed 100 of his 322 thrown.	Laut CompuBox Stats landete Cotto 212, wenn 395 Schläge geworfen und Martinez landete 100 seiner 322 geworfen.	-0.49625984	-0.5843404869150518
''Materials on the Language and Folklore of the Eskimoes, Vol.	'' Materialien über die Sprache und Folklore der Eskimos, Vol.	-0.4976616	-0.12873288997239574
In 2006 the U.S. Department of Transportation and U.S. Environmental Protection Agency dubbed WVU one of the best workplaces for commuters.	Im Jahr 2006 nannte das US Department of Transportation and U.S. Environmental Protection Agency WVU einen der besten Arbeitsplätze für Pendler.	-0.35017836	-0.09967580127077066
College of Physicians and Surgeons of British Columbia).	College of Physician and Surgeons of British Columbia).	-1.4028251	-0.41098214056183685
Fea's muntjac are found in eastern Tibet and the Gongshan muntjac in neighboring Yunnan.	Fea 's muntjac findet man im Osten Tibets und der Gongshan muntjac im benachbarten Yunnan.	0.4169158	-0.11208598543664908
The 2001 Gator Bowl kicked off on January 1, 2001 at Alltel Stadium in Jacksonville, Florida.	Der Gator Bowl 2001 startete am 1. Januar 2001 im Alltel Stadium in Jacksonville, Florida.	0.4965853	-0.08017693676034757
The Synoptics emphasize different aspects of Jesus.	Die Synoptiker betonen verschiedene Aspekte Jesu.	0.39514813	-0.012601137910485283
Margolyes disembarks the Queen Mary in New York and then drives north to	Margolyes landet die Queen Mary in New York und fährt dann nach Norden	0.28827944	-0.18233070748196498
These gave a scalloped profile to the caldera, such as the coves at Llao Bay, Steel Bay, and Grotto Cove.	Diese gaben der Caldera ein Muschelprofil, wie die Buchten in Llao Bay, Steel Bay und Grotto Cove.	0.54303724	-0.11857580139837937
Styles of painting ranged between neoclassicism and romanticism.	Die Malstile reichten zwischen Neoklassizismus und Romantik.	0.37243292	-0.034422463141404465
Exoplanet Hypothetical planet Planetary habitability Terrestrial planet	Exoplanet Hypothetischer Planet Planetarische Bewohnbarkeit Terrestrischer Planet	0.46658048	-0.2803643348300049
"Boston Globe columnist Dan Shaughnessy dubbed it the ""Son of Massacre."""	"Der Kolumnist des Boston Globe Dan Shaughnessy nannte ihn den ""Sohn des Massakers""."	0.52862424	-0.07989148654513101
The Sixers missed the playoffs for seven straight seasons until the emergence of Allen Iverson, who led the team to the 2001 finals.	Die Sechsten verpassten die Playoffs für sieben geraden Jahreszeiten bis zur Entstehung von Allen Iverson, der das Team bis zum Finale 2001 geführt.	-0.7714593	-0.33467178302727535
A coded email directs them to the Iguazu Falls in Brazil.	Eine codierte E-Mail leitet sie zu den Iguazu Falls in Brasilien.	0.60767555	-0.045514346695023175
The prominent Anglican clergyman James Ussher counted and numbered its folios in 1621, shortly after James VI and I named him Bishop of Meath.	Der prominente anglikanische Pfarrer James Ussher zählte und nummerierte 1621, kurz nach James VI. und ich nannten ihn Bischof von Meath.	-0.50847656	-0.141599576581693
Willard Varnell Oliver, 88, American Navajo code talker.	Willard Varnell Oliver, 88, amerikanischer Navajo Code Talker.	-0.65386856	-0.010575022451588065
Christian apologists and martyrologists saw the cult of the Emperor as a particularly offensive instrument of pagan impiety and persecution.	Christliche Apologeten und Märtyrer betrachteten den Kaiserkult als besonders beleidigendes Instrument heidnischer Gottlosigkeit und Verfolgung.	0.46051773	-0.06433917100259393
47 Tesla's Oscillator and Other Inventions, The Century Magazine, November 1894, Vol.	47 Teslas Oszillator und andere Erfindungen, The Century Magazine, November 1894, Vol.	0.4333592	-0.12397974440400593
She returns to the wrecked Viper and, after carefully wrapping the remains in a parachute shawl, she incinerates the body on a funeral pyre.	Sie kehrt zu der zerstörten Viper zurück und verbrennt den Leichnam, nachdem sie die Überreste sorgfältig in einen Fallschirmschal eingehüllt hatte, auf einem Scheiterhaufen.	0.34934804	-0.20895275331714339
Encyclopedia of Rock & Roll, Tower Publications, 1970.	Encyclopedia of Rock & Roll, Tower Publications, 1970.	-1.2663765	-0.2890538606563239
One of its leaders, Thomas Burton, a flax dealer, rejoined the flock.	Einer seiner Führer, Thomas Burton, ein Flachshändler, trat wieder in die Herde ein.	0.3090808	-0.11433254400068174
5 seed to the Tournament where they beat Green Bay on a buzzer beater by Steve Smith.	5 Samen zum Turnier, wo sie schlagen Green Bay auf einem Summer Beater von Steve Smith.	-0.27717602	-0.5681907596625513
Tensions between the Welsh and the English persisted and spilled over in 1400 with the outbreak of the Glyndŵr Rising.	Die Spannungen zwischen Walisern und Engländern dauerten 1400 mit dem Ausbruch des Glyndاr Rising an und sprangen über.	-1.5917308	-0.08989241278766757
He later introduces Poirot to Monsieur Desjardeux, the Prime Minister of France.	Später stellt er dem französischen Premierminister Monsieur Desjardeux Poirot vor.	0.7245292	-0.05519495857391979
Galloway debuted for Pro Wrestling Guerrilla in August 2015, competing in the Battle of Los Angeles tournament.	Galloway debütierte für Pro Wrestling Guerrilla im August 2015, im Wettbewerb im Battle of Los Angeles Turnier.	-0.13599628	-0.12147787858641443
"Israel believed in the ""God of its fathers, but not its divinised fathers""."	"Israel glaubte an den ""Gott seiner Väter, aber nicht an seine vergötterten Väter""."	0.4327458	-0.12997201991427731
Each statocyst consists of a small sac lined with sensory cilia that detect the movement of a mineral mass, a statolith, under gravity.	Jede Statocyst besteht aus einem kleinen Sack mit sensorischen Zilien, die die Bewegung einer mineralischen Masse, einem Statolith, unter der Schwerkraft zu erkennen.	0.025067393	-0.15282728504687787
This combined underglaze blue outlines with overglaze enamels in further colours.	Diese kombinierte Unterglasur blaue Konturen mit Überglasur Emaille in weiteren Farben.	-0.39969912	-0.539622858543492
After crossing the Bahamas, the depression continued northeastward, and eventually dissipated 430 mi southwest of Bermuda on May 30.	Nach der Überquerung der Bahamas setzte sich die Depression nordöstlich fort und zerstreute schließlich 430 Meilen südwestlich von Bermuda am 30. Mai.	0.585564	-0.11385570413734923
Canto XXXVIII opens with a quotation from Dante in which he accuses Albert of Germany of falsifying the coinage.	Canto XXXVIII beginnt mit einem Zitat von Dante, in dem er Albert von Deutschland vorwirft, die Münzprägung gefälscht zu haben.	0.32867247	-0.11060970665184586
Lemieux won the then vacant IBF title by outpointing Hassan N'Dam N'Jikam in June 2015.	Lemieux gewann den damals vakanten IBF-Titel, indem er Hassan N 'Dam N' Jikam im Juni 2015 hervorhob.	-0.4896168	-0.12277329960127129
Species vary in size from the greater flamingo to the goldcrest.	Die Arten variieren in der Größe vom größeren Flamingo bis zum Goldwappen.	-0.5522076	-0.08288471895456476
Bakshi intended to attack stereotypes by portraying them directly, culling imagery from blackface iconography.	Bakshi wollte Stereotypen angreifen, indem er sie direkt porträtiert und Bilder aus der Schwarzgesicht-Ikonographie abschneidet.	0.5016428	-0.12761178969965586
Sultan Ibrahim Adil shah heard of this and rejoiced.	Sultan Ibrahim Adil shah hörte davon und freute sich.	0.70934147	-0.06644118861795457
London Underground, Blackhill Enterprises and gigs	London Underground, Blackhill Enterprises und Gigs	-1.2789642	-0.4284472630808951
The Rohirrim bypassed Sauron's lookouts thanks to the mysterious Wild Men of Drúadan Forest.	Der Rohirrim umging Saurons Aussichtspunkte dank der geheimnisvollen Wilden Männer des Drúadan-Waldes.	0.585564	-0.3424047237812274
Judge English testified before the Judiciary Committee on January 12, 1926.	Richter Englisch bezeugte vor dem Judiciary Committee am 12. Januar 1926.	-0.44001576	-0.02804486615741199
Synchronous hermaphrodites possess both ovaries and testes at the same time.	Synchrone Hermaphrodite besitzen sowohl Eierstöcke als auch Hoden gleichzeitig.	0.55338746	-0.03941275755271593
They could ‘jink' to throw an enemy aircraft off its aim, but they could not outrun or outturn an opponent.	Sie konnten sich ', um ein feindliches Flugzeug von seinem Ziel zu werfen, aber sie konnten nicht überrennen oder einen Gegner zu überholen.	-0.38265902	-0.4639854517071446
Tombstone Unified School District serves Tombstone.	Tombstone Unified School District dient Tombstone.	-0.35017836	-0.3463941265982171
He oversaw the invasion of southern France in 1944.	Er überwachte die Invasion Südfrankreichs 1944.	0.08923831	-0.010247081555480486
The Cronulla Sharks and reigning premiers North Queensland would fill out the top four.	Die Cronulla Sharks und die amtierenden Premierminister North Queensland würden die obersten vier füllen.	0.38360888	-0.2789759427526856
Accompanies promotion to the grade of Cadet Senior Airman.	Begleitet die Beförderung in die Klasse von Cadet Senior Airman.	-2.7138376	-0.2409264459353133
It weakened to a depression on June 28 near Socorro Island and it dissipated on June 29.	Es schwächte bis zu einer Depression am 28. Juni in der Nähe von Socorro Island und es zerstreute am 29. Juni.	-1.1395378	-0.07094992197916787
They then broke into and raided the militia armoury at Trenance, stealing a number of muskets and ammunition.	Dann brachen sie ein und plünderten die Miliz in Trenance, stiehlt eine Reihe von Musketen und Munition.	-1.6104101	-0.10315132106672807
The Lunar Prospector spacecraft reported in 2008 enhanced hydrogen abundances at the south pole and even more at the north pole.	Die Raumsonde Lunar Prospector berichtete 2008 über erhöhte Wasserstoffreichweiten am Südpol und noch mehr am Nordpol.	-0.6083426	-0.07183169439970961
At Luxembourg Open, Petkovic lost in quarterfinals to a qualifier Eugenie Bouchard.	Bei Luxembourg Open verlor Petkovic im Viertelfinale einen Qualifikator Eugenie Bouchard.	-1.3974836	-0.11848900419553361
On 17 March 1992 a bomb exploded in the Israeli Embassy, killing 29 and injuring 242.	Am 17. März 1992 explodierte eine Bombe in der israelischen Botschaft, die 29 tötete und 242 verletzte.	0.75248134	-0.0692357680150175
Karai tries to fight the Shredder along with Shinigami but Shredder easily knocks Shinigami unconscious and he escapes with Karai.	Karai versucht, den Shredder zusammen mit Shinigami zu bekämpfen, aber Shredder klopft Shinigami leicht bewusstlos an und er entkommt mit Karai.	-0.55884033	-0.21159189671915202
From the 1950s, spanning six decades, Jayakanthan authored around 40 novels, 200 short stories, apart from two autobiographies.	Seit den 1950er Jahren, sechs Jahrzehnte lang, verfasste Jayakanthan rund 40 Romane, 200 Kurzgeschichten, abgesehen von zwei Autobiografien.	-0.42816266	-0.08934366561821182
Sulfur dichloride and disulfur dichloride are important industrial chemicals.	Schwefeldichlorid und Disulpeldichlorid sind wichtige Industriechemikalien.	0.7061053	0.0018075609301218259
Allan Grant, 88, American photojournalist for Life magazine.	Allan Grant, 88, amerikanischer Fotojournalist für das Magazin Life.	0.7295341	-0.04468450732890378
When all else fails, Olivia hires Damian Spinelli, a private investigator to look into Heather's misdoings.	Wenn alles andere scheitert, stellt Olivia Damian Spinelli, eine private Ermittlerin, ein, um Heather 's Missetaten nachzugehen.	0.23866707	-0.1955267876602208
Shane survives and hires a pimp to kill Ronnie, which also fails.	Shane überlebt und heuert einen Zuhälter an, um Ronnie zu töten, was ebenfalls scheitert.	0.5343274	-0.14845800827935818
Learning of Tarzan's plight, Bertha heroically leads the apes against the natives and frees them both.	Als Bertha von Tarzans Notlage erfährt, führt sie heldenhaft die Affen gegen die Einheimischen an und befreit sie beide.	0.6132104	-0.14741389966771998
The yard overhauled , , and of the Panama Railway Company.	Die Werft überholt, und der Panama Railway Company.	-0.22733767	-0.6206663873947424
Parkes, Australian Capital Territory, a suburb of Canberra.	Parkes, Australian Capital Territory, ein Vorort von Canberra.	0.6521999	-0.10207198513845374
Vaccine candidates that target antigens on gametes, zygotes, or ookinetes in the mosquito midgut aim to block the transmission of malaria.	Impfkandidaten, die Antigene auf Gameten, Zygoten oder Enkelzellen im Mückenmitteldarm ansprechen, wollen die Übertragung von Malaria blockieren.	-0.01809817	-0.10309975118051846
